"","Date","City","State","Shape","Duration","Description","Posted","lat","long"
"30",2019-01-28 20:40:00,"Philadelphia","PA","Other","2 minutes","It was as if they were just playing games in our night sky again.",2020-05-15,31.1610134,-85.1074299
"31",2019-01-28 18:00:00,"Bel Air","MD","Disk","20 seconds","Was walking into a building and looked up. I thought it was an airplane at first, then noticed the shape and excess of lights.",2019-02-01,39.5355063,-76.3490396
"32",2019-01-28 06:35:00,"Austell","GA","Circle","2-3 minutes","Spherical object with bright white, round lights all across. The lights changed to green and back to white. Silent.((anonymous rept.))",2019-02-01,33.8126059,-84.6343783
"33",2019-01-28 03:00:00,"High River (Canada)","AB","Unknown","1 hour +","Heli sound, low elev., circling. Red +green laser (?) light when viewed on approach. Long diamond rectangular. VERY dim but loud.",2019-02-01,NA,NA
"34",2019-01-28 01:25:00,"Largo","FL",NA,NA,"MADAR Node 140",2019-02-01,27.9094665,-82.7873244
"35",2019-01-28 00:30:00,"Windsor (Canada)","ON",NA,NA,"I was only able to see it for a few seconds before it disappeared behind a roof. It was travelling toward Detroit Michigan and it was q",2019-02-01,NA,NA
"36",2019-01-28 00:19:00,"Lansdale","PA","Disk","2 hours","Hovering orange blue and orange lights on craft over rural PA entities seen and photographed.",2019-02-01,NA,NA
"37",2019-01-27 22:30:00,"Hampstead","MD","Fireball","~2 minutes","Fireball like object spotted silently moving intelligently overhead, appeared to pulsate.",2019-02-01,39.6046795,-76.8499869
"38",2019-01-27 20:04:00,"Louisville","KY","Circle","6 minutes","It was round with blue lights. It hovered in the same spot for several minutes before descending straight down.",2019-02-01,38.2542376,-85.759407
"39",2019-01-27 17:45:00,"Haltom City","TX","Oval","5 minutes","Oval light sphere ufo over DFW Texas with video",2019-02-01,32.7995738,-97.2691817
"40",2019-01-27 17:16:00,"Alexandria","VA",NA,NA,"MADAR Node 141",2019-02-01,31.199004,29.894378
"41",2019-01-27 13:45:00,"Green Bay",NA,"Rectangle","5 minutes","A rectangular shiny object floating in the sky and disappearing behind a cloud.",2019-02-01,44.5126379,-88.0125794
"42",2019-01-27 07:10:00,"Louisville","KY","Circle","Light","Very bright ball of light in sky",2019-02-01,38.2542376,-85.759407
"43",2019-01-27 00:05:00,"Stamford","CT","Oval","30 seconds","I had been admiring an orange moon out my balcony window when I noticed something floating and tumbling in the sky. At first I thought",2019-02-01,41.072089,-73.5444361483287
"44",2019-01-26 23:59:00,"Canton","NC","Sphere","~2 minutes","Never saw anything like this flyng thing.",2019-02-01,35.5328838,-82.8373558
"45",2019-01-26 21:25:00,"Alexandria","VA",NA,NA,"MADAR Node 141",2019-02-01,31.199004,29.894378
"46",2019-01-26 20:30:00,"Hagerstown","MD","Other","1-2 minutes","Four parentheses shaped lights in sky",2019-02-01,39.6419219,-77.7202641
"47",2019-01-26 19:23:00,"Hayden","ID","Light","4 minutes","Brilliant fast moving light/ orb moving erastically then turned red and then dimmed and disappeared.",2019-02-01,47.7590638,-116.7866807
"48",2019-01-26 15:58:00,"Cranston","RI","Other","1 minute","Heading towards work in a Uber i silently sat in the backseat of the car. I notice a plane which seems low but nothing alarming. Its wo",2019-02-01,41.7809588,-71.4371257
"49",2019-01-26 14:24:00,"Holden","MA",NA,NA,"MADAR Node 02",2019-02-01,NA,NA
"50",2019-01-26 03:30:00,"Tallahassee","FL","Triangle","4-5 seconds","I was travelling north on Capital Circle and had just passed the federal prison when I noticed a slow moving light about 40 degrees up",2019-02-14,30.4380832,-84.2809332
"51",2019-01-26 02:03:00,"Tulsa","OK","Unknown","1 minute","I was laying in bed trying to go to sleep and felt something slightly shaking my room and a very loud noise buzzing. I looked out my wi",2019-02-01,36.1556805,-95.9929113
"52",2019-01-26 01:00:00,"Rancho Palos Verdes","CA",NA,"45 minutes","((NUFORC Note: Witness provides no data about sighting. Hoax?? PD))",2019-02-01,33.7483311,-118.3707683
"53",2019-01-26 00:30:00,"Haiku (Maui)","HI","Light","1 hour","Bright, erratically loving light that sometimes exploded into a cluster before reappearing again",2019-02-01,NA,NA
"54",2019-01-25 19:00:00,"Puyallup","WA","Light","1 minute","High up, looked like a very bright star. Jerky (but still smooth?) stop-and-go motions until it seemed to go up (getting smaller) and e",2019-02-01,47.1849009,-122.29214
"55",2019-01-25 19:00:00,"Easton","PA","Unknown","10-15 minutes","100 PLUS FLYING FLASHING LIGHTS.",2019-02-01,34.7717551,-87.6722512
"56",2019-01-25 18:20:00,"Seattle","WA","Light","5-10 minutes","Red & Green Blinking lights (Airplane imitation) & Later A Red & Green Alternating Light Craft.",2019-02-01,47.6038321,-122.3300624
"57",2019-01-25 17:00:00,"Kintnersville","PA","Triangle","3 minutes","I took my dog out, and up in the sky in one direction was a &quot; Christmas tree like image with many colors, red , white and green st",2019-02-01,NA,NA
"58",2019-01-25 14:00:00,"Eugene & Salem (between; on I-5)","OR","Rectangle","10-20 seconds","Driving North on I-5 between Eugene and Salem, Oregon I saw 2 large crafts emerge from clouds and fade into the horizon",2019-10-04,NA,NA
"59",2019-01-25 08:01:00,"Overland Park","KS","Triangle","5 minutes","I was driving home from dinner with my 4y/o daughter. Got to my neighborhood and a glimmer in the sky caught my eye. It was very, very",2019-02-01,38.9742502,-94.6851702
"60",2019-01-25 07:35:00,"Easton","PA","Oval","2 minutes","Looking north towards forks township From downtown Easton. Saw two red orbs moving across the sky.",2019-02-01,34.7717551,-87.6722512
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,"Not in the flight path of Planes",NA,NA,NA
"63",2019-01-25 06:45:00,"Canal Winchester","OH","Other","10 minutes","3 bright lights directly in a row not moving and no sound.",2019-02-01,NA,NA
"64",2019-01-25 06:30:00,"Burlington (Ontario)(Canada)","ON","Light","Still there","Very bright light larger than a star with a small one beside it hovering over farm land in Burlington",2019-02-01,NA,NA
"65",2019-01-25 06:30:00,"Travelers Rest","SC","Light","5 minutes","3 lights in tilted position early Friday morning, Old WHITE HORSE RD",2019-02-01,34.9676167,-82.4434548
"66",2019-01-25 00:00:00,"Springfield","OR","Disk","On going","There are hundreds, possibly thousands, of these things.",2019-02-01,44.0462362,-123.0220289
"67",2019-01-24 21:30:00,"Dawsonville","GA","Diamond","5 minutes","There were lights covering it and it made it hard to make out the exact shape, but as said before, It imitated a large drone.",2019-02-01,34.4212053,-84.1190804
"68",2019-01-24 20:45:00,"Salt Lake City","UT","Cylinder","5 minutes","3 orange glowing cylindrical objects below the clouds",2019-02-01,40.7596198,-111.8867975
"69",2019-01-24 19:24:00,"Fresno","CA","Unknown","1 minute","2 lights flying close to each other & disappeared 5 seconds from each other. ((anonymous report))",2019-02-07,36.7394421,-119.7848307
"70",2019-01-24 18:49:00,"Oakland","CA","Light","10 seconds","Two strange lights in the South Eastern sky in S.F. Oakland bay area.",2019-02-01,37.8044557,-122.2713563
"71",2019-01-24 18:40:00,"Boise","ID","Triangle","15 minutes","Appeared directly over Boise Depot on Vista. Had 3 red lights one flashing green, then 2 flashing green. Stationery.",2019-02-01,43.6166163,-116.200886
"72",2019-01-24 18:22:00,"Paisley","OR","Triangle","1-2 minutes","Huge Triangular object w/flashing red/white lights, & 2 smaller objects following, flying N over Paisley. ((anonymous report))",2019-02-01,42.6937634,-120.5460827
"73",2019-01-24 08:45:00,"Lowell","MA","Oval","4 minutes","There was one green oval shaped light that was moving in the sky. It seemed as though it followed us. ((anonymous report))",2019-02-01,42.6334247,-71.3161718
"74",2019-01-24 01:00:00,"Warrenton","MO","Changing","3 minutes","On Jan. 24th, 2019, at about 1:00 a.m. While riding in my vehicle. We observed 3 lights moving across an object in the sky In front of",2019-02-01,38.810751,-91.150268
"75",2019-01-23 22:48:00,"Burleson","TX","Changing","15 minutes","6 flickering red/white lights linked together in a broken V, converged to form a Hexagon then flew away https://youtu.be/NgqCSPKCm2g",2019-02-01,32.5420821,-97.3208492
"76",2019-01-23 21:35:00,"Rohnert Park","CA","Triangle","20 seconds","Triangle shaped, no sound, no lights, moved slowly across sky in a straight direction.",2019-02-01,38.3396367,-122.7010984
"77",2019-01-23 21:00:00,"San Tan Valley","AZ","Triangle","2 seconds","My wife took dog outside and saw several orb like lights flying in different patterns. ((anonymous report))",2019-01-24,33.1775233,-111.5478925
"78",2019-01-23 19:22:00,"Mountain Home","ID","Light",NA,"Two very bright white lights hovering over the highway",2020-09-04,43.1329504,-115.6911975
"79",2019-01-23 19:00:00,"Mansfield","TX","Light","2 minutes","Two lights slowly falling then disappearing.",2019-02-01,32.5631924,-97.1416768
"80",2019-01-23 17:45:00,"Penrose","CO","Sphere","2-3 minutes","Driving east on hwy 50. A bright orange sphere appeared in the sky. Then two spheres came out of the first one evenly spaced and in a",2019-02-01,50.4984557,-4.997045
"81",2019-01-23 16:00:00,"Oklahoma City","OK","Changing","30 minutes","Flying object seen over Oklahoma City.",2019-02-01,35.4729886,-97.5170536
"82",2019-01-23 12:56:00,"Boise","ID","Cylinder","4 seconds","I was sitting on my couch watching a movie when I see something out of the corner of my eye. I look out the window and see some sort of",2019-01-24,43.6166163,-116.200886
"83",2019-01-23 01:00:00,"Sioux Falls","SD","Disk","20 minutes","((HOAX??)) There were 12 orange lights Moving west to east. ((anonymous report))",2019-02-01,43.5499749,-96.700327
"84",2019-01-22 23:07:00,"Tucson","AZ","Rectangle","~25 seconds","I witnessed a large, dark rectangular craft with at least 7 very bright white orb-ish lights hovering low in the sky over Tucson.",2019-01-24,32.2228765,-110.9748477
"85",2019-01-22 22:00:00,"Columbus","OH","Unknown","15 minutes to 2 hours","Last night, I had sleep paralysis unlike any other time before. Except this time, I opened my eyes.",2019-01-24,NA,NA
"86",2019-01-22 19:30:00,"Lawrenceville","GA","Triangle","30 seconds","A series of bright lights in a triangular wing shape hovering in place for a few seconds before moving for a few seconds and then hover",2019-02-01,33.9562149,-83.9879625
"87",2019-01-22 06:00:00,"Annandale","VA","Light","Unknown","Observed two stationary bright lights which began moving very slowly upward",2019-01-24,45.2627428,-94.1244271
"88",2019-01-22 01:45:00,"Chesnee","SC","Triangle","10","((HOAX??)) Stood there did nothing o came outside they left.",2019-02-01,35.1453885,-81.8618664429573
"89",2019-01-21 23:45:00,"Versailles","KY","Triangle","5 minutes","Object with three unterrestrially bright white lights",2019-01-24,38.052576,-84.7299464
"90",2019-01-21 23:45:00,"Oakland","TN","Circle","15 seconds","It was an orange circle with a bright white light on the bottom interior And was 30 to 50 feet in diameter. ((anonymous report))",2019-01-24,35.228976,-89.5150764
"91",2019-01-21 23:35:00,"Chester","VA",NA,NA,"I knew it wasn't a drone because it was too big. I first only saw the top and bottom lights.",2020-06-25,53.1908873,-2.8908955
"92",2019-01-21 21:48:00,"Narragansett","RI","Light","1 minute","The light was stationary and bright yellow somewhere over the ocean between Narragansett and block island. It disappeared within a minu",2019-01-24,41.4501021,-71.4495005
"93",2019-01-21 20:30:00,"Bothell","WA","Oval","15 minutes","Unidentifiable Aircraft over Bothell, WA - 20 giant type drones",2019-01-24,47.7598697,-122.2068288
"94",2019-01-21 19:00:00,"Brookfield","CT","Circle","10 minutes","Dog barking at round white light with orange flame around it in evening sky for about 10 minutes.",2019-02-22,41.8228378,-87.848085
"95",2019-01-21 19:00:00,"Moncks Corner","SC","Light","30 seconds","Large bright white light travels north east before disappearing.",2019-01-24,33.1960027,-80.0131374
"96",2019-01-21 16:00:00,"Wakefield","MA","Triangle","30 seconds","Triangle craft with white lights flew over Wakefield, MA.",2019-01-24,53.6829541,-1.4967286
"97",2019-01-21 06:00:00,"Lakenheath (UK/England)",NA,"Light","6 minutes","5+ red lights chased by helicopter, then aircraft scrambled from local RAF/USAF base",2019-01-24,NA,NA
"98",2019-01-21 04:15:00,"Indianola","IA","Flash","5 seconds","Bright flashing light zooming toward earth. ((anonymous report))",2019-05-09,41.3605271,-93.5599632
"99",2019-01-21 04:00:00,"Longview","WA","Circle","20 minutes","The lights were in a straight line up and down and I was having north and they were moving West the lights one of each color, white, re",2019-01-24,46.1377048,-122.9344623
"100",2019-01-21 03:47:00,"Oregon City/Hwy 205","OR","Other","6 seconds","Green Flash/Entire sky near Oregon City on Hwy 205. ((anonymous report))",2019-01-24,NA,NA
"101",2019-01-21 03:00:00,"Ann Arbor","MI","Unknown","3.5 hours","Object moving erratically in 5-10 degree radial patch of night sky recorded above SE Michigan. ((NUFORC Note: Sirius?? PD))",2019-01-24,42.2681569,-83.7312291
"102",2019-01-21 00:32:00,"Thomaston","GA","Light","2 minutes","Electrical issues with car and then a huge bright light in sky rapidly and extremely smoothly disappearing into tree line",2019-01-24,40.7862124,-73.7137421
"103",2019-01-21 00:12:00,"Richmond (City of)","VA","Chevron","~1 minute","To the south of the moon I saw movement and there were approximately 8-10 faint white lights in a circle.",2019-01-24,6.0562552,80.2214601
"104",2019-01-21 00:00:00,"Cloquet","MN","Changing","4-5 hours","I couldn't talk about what I've seen until I came across a drawing of what someone else seen years ago.",2019-02-27,46.7217279,-92.4613669
"105",2019-01-20 23:40:00,"Lexington","KY","Chevron","10 seconds","Black chevron-shaped object with no lights observed over Lexington, Ky at night",2019-01-24,38.0464066,-84.4970393
"106",2019-01-20 23:30:00,"Ida","MI","Circle","3 minutes","I was on YouTube and saw a live stream of the lunar eclipse. I went to my bathroom window to see if I could view it and saw what looked",2019-01-24,NA,NA
"107",2019-01-20 23:17:00,"Austin","TX","Triangle","5-7 seconds","2 Transparent Triangle shaped objects observed in Austin, TX.",2019-01-24,30.2711286,-97.7436995
"108",2019-01-20 23:15:00,"Saint James","NY","Light","2 seconds","Fast moving green light.",2019-01-24,40.88133115,-73.1511731991221
"109",2019-01-20 23:00:00,"San Antonio","TX","Disk",NA,"Me and my Friend were sitting on our balcony just on our phones when we look up straight forward you can see across Lackland Air Force",2020-06-25,29.4246002,-98.4951405
"110",2019-01-20 23:00:00,"Toms River","NJ","Light","5 seconds","Glowing green circular light and traveled south at a high velocity. It flew right over my head. Faded and blinked.",2019-01-24,39.9537359,-74.1979576
"111",2019-01-20 22:46:00,"Beachwood","NJ","Fireball","10 seconds","Large Blue Fireball",2019-01-24,39.939007,-74.1929188
"112",2019-01-20 22:15:00,"Springfield","MO","Unknown","5-6 seconds","Unknown very, very fast objects in a formation followed by other objects moments later. ((anonymous report))",2019-01-24,37.2166779,-93.2920373
"113",2019-01-20 22:07:00,"Goldsboro","NC","Triangle","5 minutes","Triangular, Black, with three white lights on each corner and one red on the middle.",2019-01-24,35.3848841,-77.9927651
"114",2019-01-20 22:01:00,"Fort Collins","CO","Other","Still there","Went to look at Lunar eclipse from hotel window & saw it. It appeared to be shaped like an upside down V, which was blue & had 2 red pr",2019-01-24,40.5508527,-105.0668085
"115",2019-01-20 21:00:00,"Kanturk (Cork)(Ireland)",NA,"Circle","2 minutes","Four moving star shaped objects over Ireland Jan 20th, 2019.",2019-01-24,NA,NA
"116",2019-01-20 20:30:00,"Lincoln","MI","Circle","2 hours","Bright full moon making a ring light in the snow,&I saw a craft w/ blue,red&white lights hovering to the RT of the moon + 2 more Later.",2019-01-24,53.2336301,-0.5392172
"117",2019-01-20 20:00:00,"Medellin (Colombia)",NA,"Other","8 minutes","Una luz amarilla naranja que se hacia mas brillante y luego menos brillante, paso atraves de la ciudad y de ella salio otra luz pero es",2019-01-24,NA,NA
"118",2019-01-20 19:45:00,"Wasilla","AK","Light","~1-2 minutes","Looked exactly like a star, but it traveled across the sky.",2019-01-24,61.5824216,-149.4425638
"119",2019-01-20 18:42:00,"Alton (Hampshire)(UK/England)",NA,"Other",">1 minute","somewhat large particularly bright light that became two lights appeared to be stationary/not moving.",2019-01-24,NA,NA
"120",2019-01-20 13:10:00,"Springer","OK","Rectangle","7 minutes","A brilliant pure white, silent object, moving across the sky at a hight rate of speed also had no markings, exhaust or light.",2019-02-07,34.3145355,-97.1427939
"121",2019-01-20 13:00:00,"Austin","TX","Sphere","30 seconds","This is the second time I have witnessed such a craft hovering generally above my house.",2019-02-07,30.2711286,-97.7436995
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,NA,NA,NA,"At approximately 1:00pm I was in the front",NA,NA,NA
"124",2019-01-20 11:13:00,"Kirkcaldy (UK/Scotland)",NA,"Circle","20 seconds","((NUFORC Note: No information provided by the source of the report. PD))",2019-01-24,NA,NA
"125",2019-01-20 09:25:00,"Arlington","VA","Circle","30 seconds","The object was shaped like a doughnut with a large hole in the center, probably 3 feet wide in total. ((anonymous report))",2019-01-24,32.701939,-97.105623790337
"126",2019-01-20 03:00:00,"Jackson (outskirts off interstate 2 passed)","MS","Light","1 hour","I notice a large light in the sky with a smaller light below it in a oval-shaped slanted manner. ((anonymous report))",2019-01-24,NA,NA
"127",2019-01-20 01:00:00,"Essex","MT","Light","5 minutes","10 lights scattered on the ground throughout the forest making a connection with a light in the sky. ((anonymous report))",2019-03-29,40.8336066,-95.3083218
"128",2019-01-20 00:00:00,"Winston Salem","NC","Rectangle","10 seconds","Huge dark object with 4 lights went soaring across the sky then disappeared",2019-01-24,36.0998131,-80.2440518
"129",2019-01-19 22:45:00,"East Phoenix/Tempe","AZ","Changing","5 minutes","Unknown orange orb aircraft between Phoenix and Tempe Az In proximity of Phoenix Sky Harbor Airport",2019-01-24,NA,NA
"130",2019-01-19 21:00:00,"Oklahoma City","OK","Triangle","45 minutes","A large Photographed Triangular UFO over Oklahoma City.",2019-01-24,35.4729886,-97.5170536
"131",2019-01-19 20:40:00,"Carangola (Brazil)",NA,"Other","10 segundos","Luz branca brilhante do tamanho e luminosidade que avistamos o planeta Vênus percorrendo o céu com velocidade similar a da iss quando a",2019-02-01,NA,NA
"132",2019-01-19 11:40:00,"Los Angeles","CA","Circle","10","UFO swarm appears to be watching Delta Heavy launch.",2019-01-24,34.0536909,-118.242766
"133",2019-01-19 05:00:00,"Enugu (Nigeria)",NA,"Other","30 seconds","Small white light in the sky slightly above the clouds moving faster than an airplane would, and too low and not twinkling to be a star",2019-01-24,NA,NA
"134",2019-01-19 01:00:00,"Morgantown","WV",NA,"~1 hour","4 bright orbs coming together and separating into a specific, circular motion.((NUFORC Note: Advertising spotlights?? Anonymous. PD))",2019-01-24,39.6296809,-79.9559437
"135",2019-01-19 00:00:00,"Brick","NJ","Circle","5 seconds","I was looking east and a red light caught my eye. I turned a little looking south east and saw a circular r",2019-01-24,40.0707244,-74.1280562
"136",2019-01-18 23:00:00,"Wailea","HI","Light","45 minutes","Flashing white light that moved across the sky before stopping and turning red and sinking in the sky.",2019-02-01,19.8857764,-155.1230327
"137",2019-01-18 21:50:00,"Allen","TX","Other","5 minutes","Red spherical/triangular object active in Allen, TX approximatley five minutes, five witnesses.",2019-01-24,33.1031744,-96.6705503
"138",2019-01-18 19:08:00,"Indianapolis","IN",NA,NA,"MADAR Node 07",2019-02-01,39.7683331,-86.1583502
"139",2019-01-18 17:30:00,"Junction City","OR","Triangle","2 minute","Hovering Aircraft Scanning Fields on Pitney LN, Junction City, OR",2019-01-24,44.2191935,-123.2047857
"140",2019-01-18 13:21:00,"Tucson","AZ","Rectangle","4 minutes","Electric Blue Rectangled Object",2019-02-01,32.2228765,-110.9748477
"141",2019-01-18 11:20:00,"Neenah","WI","Cigar","5 seconds","Pill or ""Tic Tac"" shaped object masked as cloud went from hovering close to ground disappearing in the blue sky in less than",2020-08-20,44.1858193,-88.462609
"142",2019-01-17 17:53:00,"Yardley","PA","Fireball","10+","Blaring white light stationary in the sky slowly started to descend.",2019-01-24,NA,NA
"143",2019-01-17 06:15:00,"Thorp (7 miles north of)","WI","Unknown","1 minute","Red flashing pulsating lights 2-300 feet suspended in the dark sky.",2019-01-24,NA,NA
"144",2019-01-17 00:00:00,NA,NA,NA,NA,"((HOIn the sky tonight, I saw 2 red flashes of big lights They weren't moving at first. Then i hear a loud roaring.",2019-01-24,NA,NA
"145",2019-01-16 21:00:00,"Lowell","NC","Oval","4 minutes","I was walking outside to feed my dog and I looked into the sky and there were 2 of what looked like oval shaped objects, one with red a",2019-01-17,35.2679163,-81.1028542
"146",2019-01-16 19:15:00,"Cloquet","MN","Circle","5 minutes","I had seen three separate objects hovering and moving around quite a distance away, my power had gone out so I was bored and was lookin",2019-01-17,46.7217279,-92.4613669
"147",2019-01-16 17:45:00,"Ely/Tower","VA","Light","2.5 hours","Driving S on Hwy 169 just out of Ely MN, a bright orange star was seen to the south. Less than a minute later, the star disappeared",2019-01-17,NA,NA
"148",2019-01-16 17:45:00,"Pittston","ME","Circle","4 seconds","Small extremely bright orb, was slow and then took off extremely fast and disappeared.",2019-01-17,44.2217367,-69.7555995
"149",2019-01-16 17:30:00,"Wakefield","RI","Light","10 seconds","The object was moving low across the sky west to east across route 1. It was a rather large blue/greenish light that glowed for several",2019-01-17,53.6829541,-1.4967286
"150",2019-01-16 17:20:00,"Pittston","ME","Fireball","5 seconds","A white and green object flew down at a 30 degree angle and then disappeared.",2019-01-24,44.2217367,-69.7555995
"151",2019-01-16 16:50:00,"Wayneboro","GA","Light","30 seconds","4 bright orange lights cylinder looking revolving and flashing on then off, 2 of them moved away from other quickly and back.",2019-01-17,NA,NA
"152",2019-01-16 09:00:00,"Pine Springs","TX","Sphere","2 minutes","Motionless grey object above 30k.",2019-01-24,32.3982032,-95.2668947
"153",2019-01-16 08:19:00,"Harwich","MA","Unknown","Few seconds","A distinct vortex cloud formation, created by an aircraft, or other object, was seen in photos of a cloudless sky.",2019-06-27,51.9445801,1.2898522
"154",2019-01-16 06:45:00,"Creswell","OR","Triangle","20 minutes","I awoke at 640 am and stepped outside to smoke a cigarette and I observed 3 bright lights in a perfect triangle way up in the sky towar",2019-01-24,43.9179023,-123.0245261
"155",2019-01-16 06:20:00,"Levittown","PA","Cigar","20+ minutes","I witnessed 3 craft in a wide triangle formation. They were thin maybe cigar shaped. They had red oscillating or blinking lights. I tho",2019-01-17,NA,NA
"156",2019-01-16 02:00:00,"Portland","OR","Light",NA,"Why am I seeing these flashing lights in this area all the time from ~1-4am flashing lights white/red /blue?((NUFORC Note: Stars? PD))",2019-01-17,45.5202471,-122.6741949
"157",2019-01-16 02:00:00,"Burnsville","MN","Circle","3 seconds","Bright white circle/orb moving at a 90-degree angle from up to down.",2019-01-17,44.7677424,-93.2777226
"158",2019-01-16 02:00:00,"Baxterville","MS","Light","1 hour","Bright light rises from behind trees, shines pulsating pink light into my bedroom, then disappears behind treeline again.",2019-01-17,31.0840699,-89.5903478
"159",2019-01-16 00:40:00,"Oakdale","NY","Sphere","10 seconds","Bright green glowing sphere over wetlands. Oakdale, Long Island, NY.",2019-01-17,40.739164,-73.1344614590542
"160",2019-01-16 00:40:00,"Quincy","MA","Fireball","4 seconds","As we were driving in Quincy, MA, my wife and I both saw a green fireball traveling low at rocket speed. The fireball was bright green",2019-01-17,42.2528772,-71.0022705
"161",2019-01-15 23:00:00,"Cathedral City","CA","Circle","5 seconds","Very big craft came right out of fog no lights no noise just moon light shining off of the craft went right back into fog.",2019-01-17,33.7810031,-116.4640765
"162",2019-01-15 22:45:00,"West Ocean City","MD","Triangle","1 minute","I saw something that was about double the size of a hang glider and about 150-200 ft off the ground made no noise and was moving",2019-01-17,38.3315035,-75.1068511
"163",2019-01-15 22:30:00,"MiddleTown","NJ","Diamond","Unknown","There was a harvest moon and I wanted to get a picture of it because it was very large and the largest I’ve ever seen so I took two pic",2019-02-22,40.3942754,-74.117086
"164",2019-01-15 21:00:00,"Smith Valley","NV","Light","~1-2 minutes","Reoccurring flying light.",2019-01-17,38.7643225,-119.340771616782
"165",2019-01-15 20:23:00,"Pickneyville (east of)","IL","Triangle","5 minutes","I look up to the east and saw a triangle fully lite up. The whole triangle was lite up. It moved north. ((anonymous report))",2019-01-17,NA,NA
"166",2019-01-15 19:00:00,"Windom","KS","Circle","4 seconds","One round gold color round shaped light appeared in the sky, one second later a 2nd round light identical in appearance appeared, anoth",2019-01-17,38.383898,-97.9100492
"167",2019-01-15 14:15:00,"Los Angeles","CA","Circle","10-15 seconds","It was slightly raining, we were walking west on Beverly in LA. My friend saw it first. It looked like a leaf falling But hovering.",2019-01-17,34.0536909,-118.242766
"168",2019-01-15 12:30:00,"Billings","MT","Diamond","5 minutes","I was driving home from church with my mom when I saw two shapes in the sky. They were right next to each other. I could easily tell",2019-02-22,45.7874957,-108.49607
"169",2019-01-15 00:30:00,"Georgetown","MA","Unknown","5 seconds","Fast moving green light in sky over I-95 near Exit 53B.",2019-01-17,6.8137426,-58.1624465
"170",2019-01-15 00:00:00,"Stratford","CT","Circle","2 seconds","Straight out of the woods green ball quick sound of a Hover and flash gone I mean gone gone that fast",2019-06-07,52.1927885,-1.7063668
"171",2019-01-14 23:40:00,"Glenpool","OK","Unknown","1 minute","Something was outside my home that was not human or animal. ((anonymous report))",2019-01-17,35.9553737,-96.0088843
"172",2019-01-14 20:28:00,"Springville","UT","Circle","4 minutes","Two reddish orange circles flying out of Spanish Fork Canyon. They were silent. They moved toward Springville. ((anonymous report))",2019-01-17,40.1668572,-111.6109221
"173",2019-01-14 20:00:00,"Parkland","FL","Triangle","5 minutes","30-100' triangle, 500' alt, 500' to a mile in distance ahead of car. ((MUFON Report))",2019-01-17,26.3100794,-80.23727
"174",2019-01-14 18:30:00,"Grand rapids","MN","Circle","25 minutes","Husband and wife catch a craft on video while driving.",2020-02-13,47.237166,-93.530214
"175",2019-01-14 17:30:00,"Smyrna Beach","FL","Unknown","Several minutes","Object reflecting sunlight dropped down, stopped, dropped down. ((MUFON Report))",2019-01-17,29.0258132,-80.9271271
"176",2019-01-14 15:00:00,"Kenosha","WI",NA,"3","I heard a noise, then i seen an alien that looked like a reptoid, and it looked back at me, then walked away.",2019-02-14,42.5846773,-87.8212263
"177",2019-01-14 15:00:00,"Kenosha","WI",NA,"3","((HOAX??)) I think I seen an alien near these woods area. And it looked very angry, and it was very big.",2019-02-07,42.5846773,-87.8212263
"178",2019-01-14 07:15:00,"Butler","PA","Circle","15 seconds","Mysterious glowing object.",2019-01-17,32.0895908,-88.2219652
"179",2019-01-14 06:50:00,"Evansville","IN","Other","20 - 25 minutes","Two orbs land on Maxwell Avenue...",2020-08-27,37.9747645,-87.5558483
"180",2019-01-14 06:24:00,"Gurgaon (Haryana) (India)",NA,"Unknown","Ongoing","I saw two equidistant lights moving at absolute uniform speed in the same direction (North to South) at 0624 hours.",2019-01-17,NA,NA
"181",2019-01-14 01:24:00,"Largo","FL",NA,NA,"MADAR Node 140",2019-01-17,27.9094665,-82.7873244
"182",2019-01-13 23:05:00,"South Deerfield","MA","Triangle","15 minutes","Triangular craft hovered about 500 feet off the ground.",2019-01-17,42.4773097,-72.6078667
"183",2019-01-13 22:00:00,"Tampa","FL","Circle",NA,"It was 2 circle thins flying over my head with different colors. ((anonymous report))",2019-01-17,27.9477595,-82.458444
"184",2019-01-13 21:30:00,"Auburn","WA","Other","30+ minutes","Bright light appeared in the sky, it was flashing/spinning mostly white, but you could see red and a greenish/blue. ((Sirius?? PD))",2019-01-17,47.3075369,-122.2301808
"185",2019-01-13 20:25:00,"East Lansing","MI","Circle","Still there!","A stationary globe shape with white, red and green lights. The globe was difficult to look at because the lights were very intense.",2019-01-17,42.7355416,-84.4852469
"186",2019-01-13 15:00:00,"Issaquah","WA","Diamond","~5 seconds","Objects appeared ahead of us. About 0.25 miles ahead of us a couple hundred feet above the tree line. ((anonymous report))",2019-01-17,47.5348778,-122.0432974
"187",2019-01-13 13:50:00,"Estacada","OR","Cigar","15 minutes","While traveling east on local Rd around 7-5 minutes before 2:PM. Just passing An intersecting rd I believe. I was looking at the moon a",2019-01-24,45.2864689,-122.3342596
"188",2019-01-13 07:30:00,"Vancouver","WA","Changing","1 hour","Pulsating shape in early morning sky.",2019-01-17,45.6306954,-122.6744557
