"GEOID","county","state","variable","estimate","total","casepercap"
"26117","Montcalm","Michigan","pop",9600,2054,21395.8333333333
"06053","Monterey","California","pop",32000,15837,49490.625
"08083","Montezuma","Colorado","pop",2200,733,33318.1818181818
"01101","Montgomery","Alabama","pop",16000,12552,78450
"05097","Montgomery","Arkansas","pop",1100,314,28545.4545454545
"13209","Montgomery","Georgia","pop",1300,428,32923.0769230769
"17135","Montgomery","Illinois","pop",4700,1189,25297.8723404255
"18107","Montgomery","Indiana","pop",4600,1645,35760.8695652174
"19137","Montgomery","Iowa","pop",1800,486,27000
"20125","Montgomery","Kansas","pop",3700,1158,31297.2972972973
"21173","Montgomery","Kentucky","pop",2200,961,43681.8181818182
"24031","Montgomery","Maryland","pop",80000,33947,42433.75
"28097","Montgomery","Mississippi","pop",800,769,96125
"29139","Montgomery","Missouri","pop",2200,352,16000
"36057","Montgomery","New York","pop",6200,510,8225.8064516129
"37123","Montgomery","North Carolina","pop",2300,1413,61434.7826086956
"39113","Montgomery","Ohio","pop",42500,22914,53915.2941176471
"42091","Montgomery","Pennsylvania","pop",75000,22228,29637.3333333333
"47125","Montgomery","Tennessee","pop",12500,7001,56008
"48339","Montgomery","Texas","pop",24500,18183,74216.3265306122
"51121","Montgomery","Virginia","pop",6100,3931,64442.6229508197
"26119","Montmorency","Michigan","pop",2200,196,8909.09090909091
"42093","Montour","Pennsylvania","pop",3300,476,14424.2424242424
"08085","Montrose","Colorado","pop",3500,1146,32742.8571428571
"46101","Moody","South Dakota","pop",1400,420,30000
"37125","Moore","North Carolina","pop",6400,2970,46406.25
"47127","Moore","Tennessee","pop",600,408,68000
"48341","Moore","Texas","pop",1400,1631,116500
"35033","Mora","New Mexico","pop",300,36,12000
"01103","Morgan","Alabama","pop",8300,6964,83903.6144578313
"08087","Morgan","Colorado","pop",2900,1681,57965.5172413793
"13211","Morgan","Georgia","pop",1600,842,52625
"17137","Morgan","Illinois","pop",4500,2280,50666.6666666667
"18109","Morgan","Indiana","pop",5600,2455,43839.2857142857
"21175","Morgan","Kentucky","pop",1700,339,19941.1764705882
"29141","Morgan","Missouri","pop",2100,1085,51666.6666666667
"39115","Morgan","Ohio","pop",1900,319,16789.4736842105
"47129","Morgan","Tennessee","pop",2400,780,32500
"49029","Morgan","Utah","pop",1300,531,40846.1538461539
"54065","Morgan","West Virginia","pop",1000,297,29700
"31123","Morrill","Nebraska","pop",850,346,40705.8823529412
"20127","Morris","Kansas","pop",1100,205,18636.3636363636
"34027","Morris","New Jersey","pop",38000,14075,37039.4736842105
"48343","Morris","Texas","pop",1200,278,23166.6666666667
"27097","Morrison","Minnesota","pop",10500,2378,22647.619047619
"39117","Morrow","Ohio","pop",2700,1081,40037.037037037
"41049","Morrow","Oregon","pop",1400,664,47428.5714285714
"20129","Morton","Kansas","pop",450,164,36444.4444444444
"38059","Morton","North Dakota","pop",3100,4069,131258.064516129
"48345","Motley","Texas","pop",250,21,8400
"17139","Moultrie","Illinois","pop",2100,929,44238.0952380952
"38061","Mountrail","North Dakota","pop",1400,1066,76142.8571428571
"27099","Mower","Minnesota","pop",8000,2674,33425
"21177","Muhlenberg","Kentucky","pop",2700,1444,53481.4814814815
"41051","Multnomah","Oregon","pop",58000,17825,30732.7586206897
"13213","Murray","Georgia","pop",2700,1899,70333.3333333333
"27101","Murray","Minnesota","pop",3600,601,16694.4444444444
"40099","Murray","Oklahoma","pop",1600,660,41250
"19139","Muscatine","Iowa","pop",4000,2962,74050
"13215","Muscogee","Georgia","pop",13500,7422,54977.7777777778
"26121","Muskegon","Michigan","pop",17500,8602,49154.2857142857
"39119","Muskingum","Ohio","pop",7500,2876,38346.6666666667
"40101","Muskogee","Oklahoma","pop",9000,4340,48222.2222222222
"30065","Musselshell","Montana","pop",600,219,36500
"48347","Nacogdoches","Texas","pop",5200,1975,37980.7692307692
"31125","Nance","Nebraska","pop",750,293,39066.6666666667
"25019","Nantucket","Massachusetts","pop",1000,309,30900
"06055","Napa","California","pop",13000,3096,23815.3846153846
"37127","Nash","North Carolina","pop",6200,4474,72161.2903225806
"12089","Nassau","Florida","pop",5100,3221,63156.862745098
"36059","Nassau","New York","pop",111000,61162,55100.9009009009
"56025","Natrona","Wyoming","pop",6500,5079,78138.4615384615
"04017","Navajo","Arizona","pop",12500,8283,66264
"48349","Navarro","Texas","pop",5100,2730,53529.4117647059
"21179","Nelson","Kentucky","pop",3400,2176,64000
"38063","Nelson","North Dakota","pop",1100,359,32636.3636363636
"51125","Nelson","Virginia","pop",950,188,19789.4736842105
"20131","Nemaha","Kansas","pop",1800,1085,60277.7777777778
"31127","Nemaha","Nebraska","pop",1200,337,28083.3333333333
"20133","Neosho","Kansas","pop",1900,718,37789.4736842105
"28099","Neshoba","Mississippi","pop",2100,2249,107095.238095238
"20135","Ness","Kansas","pop",850,278,32705.8823529412
"05099","Nevada","Arkansas","pop",800,468,58500
"06057","Nevada","California","pop",6800,1414,20794.1176470588
"10003","New Castle","Delaware","pop",43000,20501,47676.7441860465
"37129","New Hanover","North Carolina","pop",14000,7076,50542.8571428571
"09009","New Haven","Connecticut","pop",59000,30143,51089.8305084746
"51127","New Kent","Virginia","pop",1300,402,30923.0769230769
"09011","New London","Connecticut","pop",22500,6148,27324.4444444444
"29143","New Madrid","Missouri","pop",2300,1377,59869.5652173913
"26123","Newaygo","Michigan","pop",9400,1652,17574.4680851064
"45071","Newberry","South Carolina","pop",2900,2127,73344.8275862069
"44005","Newport","Rhode Island","pop",6600,1217,18439.3939393939
"05101","Newton","Arkansas","pop",800,450,56250
"13217","Newton","Georgia","pop",5600,3929,70160.7142857143
"18111","Newton","Indiana","pop",1900,609,32052.6315789474
"28101","Newton","Mississippi","pop",2100,1082,51523.8095238095
"29145","Newton","Missouri","pop",6000,2990,49833.3333333333
"48351","Newton","Texas","pop",900,200,22222.2222222222
"16069","Nez Perce","Idaho","pop",4100,2342,57121.9512195122
"36063","Niagara","New York","pop",17500,4019,22965.7142857143
"21181","Nicholas","Kentucky","pop",800,178,22250
"54067","Nicholas","West Virginia","pop",1600,371,23187.5
"27103","Nicollet","Minnesota","pop",5000,1655,33100
"56027","Niobrara","Wyoming","pop",350,121,34571.4285714286
"18113","Noble","Indiana","pop",4400,2792,63454.5454545455
"39121","Noble","Ohio","pop",1700,671,39470.5882352941
"40103","Noble","Oklahoma","pop",1900,554,29157.8947368421
"27105","Nobles","Minnesota","pop",5100,3117,61117.6470588235
"29147","Nodaway","Missouri","pop",4000,2013,50325
"48353","Nolan","Texas","pop",1600,780,48750
"25021","Norfolk","Massachusetts","pop",50000,16359,32718
"27107","Norman","Minnesota","pop",2600,357,13730.7692307692
"37131","Northampton","North Carolina","pop",2100,825,39285.7142857143
"42095","Northampton","Pennsylvania","pop",26500,9199,34713.2075471698
"51131","Northampton","Virginia","pop",1400,351,25071.4285714286
"42097","Northumberland","Pennsylvania","pop",13000,2721,20930.7692307692
"51133","Northumberland","Virginia","pop",800,290,36250
"20137","Norton","Kansas","pop",750,1092,145600
"51135","Nottoway","Virginia","pop",1400,512,36571.4285714286
"40105","Nowata","Oklahoma","pop",2200,424,19272.7272727273
"28103","Noxubee","Mississippi","pop",850,727,85529.4117647059
"31129","Nuckolls","Nebraska","pop",950,222,23368.4210526316
"48355","Nueces","Texas","pop",23000,24664,107234.782608696
"32023","Nye","Nevada","pop",2300,1349,58652.1739130435
"19141","O'Brien","Iowa","pop",2400,1320,55000
"26125","Oakland","Michigan","pop",111000,47475,42770.2702702703
"47131","Obion","Tennessee","pop",3600,2748,76333.3333333333
"34029","Ocean","New Jersey","pop",44000,22345,50784.0909090909
"26127","Oceana","Michigan","pop",6300,1222,19396.8253968254
"48357","Ochiltree","Texas","pop",800,556,69500
"13219","Oconee","Georgia","pop",3100,1427,46032.2580645161
"45073","Oconee","South Carolina","pop",5500,3426,62290.9090909091
"55083","Oconto","Wisconsin","pop",8600,3374,39232.5581395349
"26129","Ogemaw","Michigan","pop",4900,551,11244.8979591837
"46102","Oglala Lakota","South Dakota","pop",1200,1649,137416.666666667
"17141","Ogle","Illinois","pop",6200,2923,47145.1612903226
"13221","Oglethorpe","Georgia","pop",1600,572,35750
"18115","Ohio","Indiana","pop",700,246,35142.8571428571
"21183","Ohio","Kentucky","pop",2500,1018,40720
"54069","Ohio","West Virginia","pop",4700,1613,34319.1489361702
"12091","Okaloosa","Florida","pop",14000,8992,64228.5714285714
"53047","Okanogan","Washington","pop",4300,1343,31232.5581395349
"12093","Okeechobee","Florida","pop",3200,2050,64062.5
"40107","Okfuskee","Oklahoma","pop",2600,1051,40423.0769230769
"40109","Oklahoma","Oklahoma","pop",64000,40803,63754.6875
"40111","Okmulgee","Oklahoma","pop",6000,1825,30416.6666666667
"28105","Oktibbeha","Mississippi","pop",3100,2523,81387.0967741935
"21185","Oldham","Kentucky","pop",7300,2558,35041.095890411
"48359","Oldham","Texas","pop",600,45,7500
"38065","Oliver","North Dakota","pop",400,126,31500
"27109","Olmsted","Minnesota","pop",17500,6905,39457.1428571429
"16071","Oneida","Idaho","pop",550,147,26727.2727272727
"36065","Oneida","New York","pop",23500,5084,21634.0425531915
"55085","Oneida","Wisconsin","pop",6400,2386,37281.25
"36067","Onondaga","New York","pop",44000,10995,24988.6363636364
"37133","Onslow","North Carolina","pop",11500,5445,47347.8260869565
"36069","Ontario","New York","pop",11000,1354,12309.0909090909
"26131","Ontonagon","Michigan","pop",1700,280,16470.5882352941
"06059","Orange","California","pop",222000,81631,36770.7207207207
"12095","Orange","Florida","pop",70500,58861,83490.780141844
"18117","Orange","Indiana","pop",2200,741,33681.8181818182
"36071","Orange","New York","pop",28500,17090,59964.9122807018
"37135","Orange","North Carolina","pop",12000,3934,32783.3333333333
"48361","Orange","Texas","pop",5800,2563,44189.6551724138
"50017","Orange","Vermont","pop",5100,214,4196.07843137255
"51137","Orange","Virginia","pop",2000,605,30250
"45075","Orangeburg","South Carolina","pop",6900,3840,55652.1739130435
"29149","Oregon","Missouri","pop",1200,386,32166.6666666667
"36073","Orleans","New York","pop",5000,634,12680
"50019","Orleans","Vermont","pop",5400,143,2648.14814814815
"20139","Osage","Kansas","pop",3000,535,17833.3333333333
"29151","Osage","Missouri","pop",1800,952,52888.8888888889
"40113","Osage","Oklahoma","pop",7300,2014,27589.0410958904
"20141","Osborne","Kansas","pop",900,91,10111.1111111111
"12097","Osceola","Florida","pop",14000,18598,132842.857142857
"19143","Osceola","Iowa","pop",1300,538,41384.6153846154
"26133","Osceola","Michigan","pop",6200,559,9016.12903225806
"26135","Oscoda","Michigan","pop",1600,190,11875
"36075","Oswego","New York","pop",13000,1684,12953.8461538462
"08089","Otero","Colorado","pop",2100,709,33761.9047619048
"35035","Otero","New Mexico","pop",4600,2575,55978.2608695652
"31131","Otoe","Nebraska","pop",2300,773,33608.6956521739
"26137","Otsego","Michigan","pop",3600,874,24277.7777777778
"36077","Otsego","New York","pop",9500,649,6831.57894736842
"20143","Ottawa","Kansas","pop",1200,250,20833.3333333333
"26139","Ottawa","Michigan","pop",24500,14120,57632.6530612245
"39123","Ottawa","Ohio","pop",4900,1362,27795.9183673469
"40115","Ottawa","Oklahoma","pop",10500,1769,16847.619047619
"27111","Otter Tail","Minnesota","pop",16500,3263,19775.7575757576
"05103","Ouachita","Arkansas","pop",1900,794,41789.4736842105
"08091","Ouray","Colorado","pop",700,118,16857.1428571429
"55087","Outagamie","Wisconsin","pop",20000,14628,73140
"47133","Overton","Tennessee","pop",2000,1566,78300
"18119","Owen","Indiana","pop",2000,688,34400
"21187","Owen","Kentucky","pop",1000,199,19900
"21189","Owsley","Kentucky","pop",500,238,47600
"16073","Owyhee","Idaho","pop",1400,706,50428.5714285714
"23017","Oxford","Maine","pop",7600,350,4605.26315789474
"29153","Ozark","Missouri","pop",1300,297,22846.1538461538
"55089","Ozaukee","Wisconsin","pop",8400,5402,64309.5238095238
"53049","Pacific","Washington","pop",2100,263,12523.8095238095
"19145","Page","Iowa","pop",2400,1153,48041.6666666667
"51139","Page","Virginia","pop",1900,597,31421.052631579
"12099","Palm Beach","Florida","pop",95000,65934,69404.2105263158
"19147","Palo Alto","Iowa","pop",1900,659,34684.2105263158
"48363","Palo Pinto","Texas","pop",2600,1028,39538.4615384615
"37137","Pamlico","North Carolina","pop",1900,406,21368.4210526316
"28107","Panola","Mississippi","pop",2000,2326,116300
"48365","Panola","Texas","pop",2000,547,27350
"08093","Park","Colorado","pop",1200,238,19833.3333333333
"30067","Park","Montana","pop",1900,666,35052.6315789474
"56029","Park","Wyoming","pop",2000,1347,67350
"18121","Parke","Indiana","pop",2000,677,33850
"48367","Parker","Texas","pop",9600,3884,40458.3333333333
"48369","Parmer","Texas","pop",1200,710,59166.6666666667
"12101","Pasco","Florida","pop",39500,15041,38078.4810126582
"37139","Pasquotank","North Carolina","pop",3000,1122,37400
"34031","Passaic","New Jersey","pop",33000,30720,93090.9090909091
"51141","Patrick","Virginia","pop",1500,470,31333.3333333333
"13223","Paulding","Georgia","pop",7200,5268,73166.6666666667
"39125","Paulding","Ohio","pop",2800,749,26750
"20145","Pawnee","Kansas","pop",800,675,84375
"31133","Pawnee","Nebraska","pop",700,94,13428.5714285714
"40117","Pawnee","Oklahoma","pop",3800,604,15894.7368421053
"16075","Payette","Idaho","pop",1600,1667,104187.5
"40119","Payne","Oklahoma","pop",7400,4285,57905.4054054054
"13225","Peach","Georgia","pop",1800,1090,60555.5555555556
"28109","Pearl River","Mississippi","pop",2900,1553,53551.724137931
"48371","Pecos","Texas","pop",1400,804,57428.5714285714
"38067","Pembina","North Dakota","pop",2000,633,31650
"29155","Pemiscot","Missouri","pop",2400,1103,45958.3333333333
"53051","Pend Oreille","Washington","pop",1700,243,14294.1176470588
"37141","Pender","North Carolina","pop",4600,1919,41717.3913043478
"21191","Pendleton","Kentucky","pop",1100,391,35545.4545454545
"54071","Pendleton","West Virginia","pop",900,109,12111.1111111111
"27113","Pennington","Minnesota","pop",2500,669,26760
"46103","Pennington","South Dakota","pop",8300,8733,105216.86746988
"23019","Penobscot","Maine","pop",17000,909,5347.05882352941
"17143","Peoria","Illinois","pop",17000,9446,55564.7058823529
"55091","Pepin","Wisconsin","pop",2600,486,18692.3076923077
"31135","Perkins","Nebraska","pop",700,142,20285.7142857143
"46105","Perkins","South Dakota","pop",850,205,24117.6470588235
"37143","Perquimans","North Carolina","pop",1100,352,32000
"01105","Perry","Alabama","pop",600,691,115166.666666667
"05105","Perry","Arkansas","pop",1200,263,21916.6666666667
"17145","Perry","Illinois","pop",2700,1128,41777.7777777778
"18123","Perry","Indiana","pop",2200,887,40318.1818181818
"21193","Perry","Kentucky","pop",2100,1004,47809.5238095238
"28111","Perry","Mississippi","pop",1100,683,62090.9090909091
"29157","Perry","Missouri","pop",2300,1566,68086.9565217391
"39127","Perry","Ohio","pop",3500,981,28028.5714285714
"42099","Perry","Pennsylvania","pop",8900,686,7707.86516853933
"47135","Perry","Tennessee","pop",900,498,55333.3333333333
"32027","Pershing","Nevada","pop",800,92,11500
"37145","Person","North Carolina","pop",3100,1011,32612.9032258065
"30069","Petroleum","Montana","pop",150,8,5333.33333333333
"29159","Pettis","Missouri","pop",5100,3304,64784.3137254902
"29161","Phelps","Missouri","pop",3700,1820,49189.1891891892
"31137","Phelps","Nebraska","pop",1500,562,37466.6666666667
"42101","Philadelphia","Pennsylvania","pop",95500,67943,71144.502617801
"05107","Phillips","Arkansas","pop",1300,960,73846.1538461538
"08095","Phillips","Colorado","pop",750,189,25200
"20147","Phillips","Kansas","pop",1200,445,37083.3333333333
"30071","Phillips","Montana","pop",600,286,47666.6666666667
"17147","Piatt","Illinois","pop",2500,808,32320
"39129","Pickaway","Ohio","pop",5400,4313,79870.3703703704
"01107","Pickens","Alabama","pop",2000,1265,63250
"13227","Pickens","Georgia","pop",2100,1159,55190.4761904762
"45077","Pickens","South Carolina","pop",9700,6563,67659.793814433
"47137","Pickett","Tennessee","pop",550,400,72727.2727272727
"13229","Pierce","Georgia","pop",1300,1218,93692.3076923077
"31139","Pierce","Nebraska","pop",1600,437,27312.5
"38069","Pierce","North Dakota","pop",600,429,71500
"53053","Pierce","Washington","pop",67000,18530,27656.7164179104
"55093","Pierce","Wisconsin","pop",8400,2548,30333.3333333333
"01109","Pike","Alabama","pop",3300,1615,48939.3939393939
"05109","Pike","Arkansas","pop",1400,390,27857.1428571429
"13231","Pike","Georgia","pop",1800,828,46000
"17149","Pike","Illinois","pop",2800,1041,37178.5714285714
"18125","Pike","Indiana","pop",1500,552,36800
"21195","Pike","Kentucky","pop",5100,1896,37176.4705882353
"28113","Pike","Mississippi","pop",2700,1653,61222.2222222222
"29163","Pike","Missouri","pop",2600,940,36153.8461538462
"39131","Pike","Ohio","pop",2100,863,41095.2380952381
"42103","Pike","Pennsylvania","pop",5100,867,17000
"04019","Pima","Arizona","pop",74500,40803,54769.1275167785
"04021","Pinal","Arizona","pop",27000,17124,63422.2222222222
"27115","Pine","Minnesota","pop",7600,1416,18631.5789473684
"12103","Pinellas","Florida","pop",67500,33246,49253.3333333333
"27117","Pipestone","Minnesota","pop",2600,743,28576.9230769231
"23021","Piscataquis","Maine","pop",3000,46,1533.33333333333
"08097","Pitkin","Colorado","pop",850,513,60352.9411764706
"37147","Pitt","North Carolina","pop",10500,7977,75971.4285714286
"40121","Pittsburg","Oklahoma","pop",8000,1926,24075
"51143","Pittsylvania","Virginia","pop",5600,1783,31839.2857142857
"49031","Piute","Utah","pop",400,46,11500
"06061","Placer","California","pop",29000,6664,22979.3103448276
"29165","Platte","Missouri","pop",8700,1722,19793.1034482759
"31141","Platte","Nebraska","pop",3500,3169,90542.8571428571
"56031","Platte","Wyoming","pop",700,337,48142.8571428571
"54073","Pleasants","West Virginia","pop",1000,101,10100
"06063","Plumas","California","pop",1500,192,12800
"19149","Plymouth","Iowa","pop",3700,2787,75324.3243243243
"25023","Plymouth","Massachusetts","pop",35500,14890,41943.661971831
"19151","Pocahontas","Iowa","pop",1700,584,34352.9411764706
"54075","Pocahontas","West Virginia","pop",1100,216,19636.3636363636
"05111","Poinsett","Arkansas","pop",2600,1689,64961.5384615385
"05113","Polk","Arkansas","pop",2100,830,39523.8095238095
"12105","Polk","Florida","pop",45000,27822,61826.6666666667
"13233","Polk","Georgia","pop",2200,2504,113818.181818182
"19153","Polk","Iowa","pop",35000,34208,97737.1428571429
"27119","Polk","Minnesota","pop",7200,2635,36597.2222222222
"29167","Polk","Missouri","pop",3100,1871,60354.8387096774
"31143","Polk","Nebraska","pop",1300,316,24307.6923076923
"37149","Polk","North Carolina","pop",2000,481,24050
"41053","Polk","Oregon","pop",5800,1300,22413.7931034483
"47139","Polk","Tennessee","pop",1800,704,39111.1111111111
"48373","Polk","Texas","pop",3800,1592,41894.7368421053
"55095","Polk","Wisconsin","pop",11000,2234,20309.0909090909
"30073","Pondera","Montana","pop",1300,309,23769.2307692308
"28115","Pontotoc","Mississippi","pop",2300,2042,88782.6086956522
"40123","Pontotoc","Oklahoma","pop",5600,2030,36250
"05115","Pope","Arkansas","pop",4700,3761,80021.2765957447
"17151","Pope","Illinois","pop",500,105,21000
"27121","Pope","Minnesota","pop",4100,557,13585.3658536585
"39133","Portage","Ohio","pop",13000,4165,32038.4615384615
"55097","Portage","Wisconsin","pop",11500,4930,42869.5652173913
"18127","Porter","Indiana","pop",12500,9047,72376
"18129","Posey","Indiana","pop",2600,1316,50615.3846153846
"20149","Pottawatomie","Kansas","pop",2800,691,24678.5714285714
"40125","Pottawatomie","Oklahoma","pop",11000,3682,33472.7272727273
"19155","Pottawattamie","Iowa","pop",11000,6505,59136.3636363636
"42105","Potter","Pennsylvania","pop",4900,229,4673.4693877551
"46107","Potter","South Dakota","pop",600,271,45166.6666666667
"48375","Potter","Texas","pop",9300,12833,137989.247311828
"30075","Powder River","Montana","pop",400,90,22500
"21197","Powell","Kentucky","pop",1000,503,50300
"30077","Powell","Montana","pop",1200,711,59250
"16077","Power","Idaho","pop",700,486,69428.5714285714
"19157","Poweshiek","Iowa","pop",2800,1010,36071.4285714286
"51145","Powhatan","Virginia","pop",2100,481,22904.7619047619
"05117","Prairie","Arkansas","pop",1200,361,30083.3333333333
"30079","Prairie","Montana","pop",200,101,50500
"20151","Pratt","Kansas","pop",1300,500,38461.5384615385
"39135","Preble","Ohio","pop",5400,1740,32222.2222222222
"28117","Prentiss","Mississippi","pop",1700,1513,89000
"48377","Presidio","Texas","pop",350,466,133142.857142857
"26141","Presque Isle","Michigan","pop",4100,293,7146.34146341463
"54077","Preston","West Virginia","pop",3500,664,18971.4285714286
"55099","Price","Wisconsin","pop",5100,771,15117.6470588235
"51147","Prince Edward","Virginia","pop",1900,879,46263.1578947368
"51149","Prince George","Virginia","pop",2800,1438,51357.1428571429
"24033","Prince George's","Maryland","pop",68500,42072,61418.9781021898
"51153","Prince William","Virginia","pop",32500,18490,56892.3076923077
"44007","Providence","Rhode Island","pop",43000,35980,83674.4186046512
"08099","Prowers","Colorado","pop",1600,657,41062.5
"08101","Pueblo","Colorado","pop",14500,8856,61075.8620689655
"05119","Pulaski","Arkansas","pop",24000,17100,71250
"13235","Pulaski","Georgia","pop",950,458,48210.5263157895
"17153","Pulaski","Illinois","pop",1000,438,43800
"18131","Pulaski","Indiana","pop",1600,472,29500
"21199","Pulaski","Kentucky","pop",4700,2281,48531.914893617
"29169","Pulaski","Missouri","pop",3600,1661,46138.8888888889
"51155","Pulaski","Virginia","pop",2600,711,27346.1538461538
"40127","Pushmataha","Oklahoma","pop",2700,423,15666.6666666667
"12107","Putnam","Florida","pop",4700,2783,59212.7659574468
"13237","Putnam","Georgia","pop",1100,995,90454.5454545455
"17155","Putnam","Illinois","pop",1400,250,17857.1428571429
"18133","Putnam","Indiana","pop",4000,1413,35325
"29171","Putnam","Missouri","pop",550,163,29636.3636363636
"36079","Putnam","New York","pop",7600,2884,37947.3684210526
"39137","Putnam","Ohio","pop",5400,2404,44518.5185185185
"47141","Putnam","Tennessee","pop",5700,6074,106561.403508772
"54079","Putnam","West Virginia","pop",3800,2009,52868.4210526316
"35037","Quay","New Mexico","pop",750,254,33866.6666666667
"24035","Queen Anne's","Maryland","pop",4500,1109,24644.4444444444
"13239","Quitman","Georgia","pop",300,80,26666.6666666667
"28119","Quitman","Mississippi","pop",1000,500,50000
"13241","Rabun","Georgia","pop",1800,601,33388.8888888889
"55101","Racine","Wisconsin","pop",17000,15580,91647.0588235294
"48379","Rains","Texas","pop",1200,342,28500
"54081","Raleigh","West Virginia","pop",5200,1644,31615.3846153846
"29173","Ralls","Missouri","pop",1400,487,34785.7142857143
"27123","Ramsey","Minnesota","pop",46000,28517,61993.4782608696
"38071","Ramsey","North Dakota","pop",1300,1188,91384.6153846154
"48381","Randall","Texas","pop",9800,11050,112755.102040816
"01111","Randolph","Alabama","pop",1900,1055,55526.3157894737
"05121","Randolph","Arkansas","pop",1800,1007,55944.4444444444
"13243","Randolph","Georgia","pop",550,370,67272.7272727273
"17157","Randolph","Illinois","pop",4600,2305,50108.6956521739
"18135","Randolph","Indiana","pop",3400,1408,41411.7647058824
"29175","Randolph","Missouri","pop",2900,1228,42344.8275862069
"37151","Randolph","North Carolina","pop",9800,5489,56010.2040816327
"54083","Randolph","West Virginia","pop",2700,718,26592.5925925926
"28121","Rankin","Mississippi","pop",9200,5887,63989.1304347826
"38073","Ransom","North Dakota","pop",1100,457,41545.4545454545
"51157","Rappahannock","Virginia","pop",700,93,13285.7142857143
"30081","Ravalli","Montana","pop",3400,1576,46352.9411764706
"20153","Rawlins","Kansas","pop",650,239,36769.2307692308
"29177","Ray","Missouri","pop",3300,719,21787.8787878788
"48383","Reagan","Texas","pop",400,227,56750
"48385","Real","Texas","pop",350,131,37428.5714285714
"27125","Red Lake","Minnesota","pop",1400,222,15857.1428571429
"48387","Red River","Texas","pop",1400,227,16214.2857142857
"31145","Red Willow","Nebraska","pop",1200,624,52000
"27127","Redwood","Minnesota","pop",5700,996,17473.6842105263
"48389","Reeves","Texas","pop",1300,693,53307.6923076923
"48391","Refugio","Texas","pop",900,360,40000
"20155","Reno","Kansas","pop",6700,5137,76671.6417910448
"36083","Rensselaer","New York","pop",14000,1795,12821.4285714286
"27129","Renville","Minnesota","pop",5300,913,17226.4150943396
"38075","Renville","North Dakota","pop",700,254,36285.7142857143
"20157","Republic","Kansas","pop",1100,349,31727.2727272727
"29179","Reynolds","Missouri","pop",950,294,30947.3684210526
"47143","Rhea","Tennessee","pop",2200,1843,83772.7272727273
"20159","Rice","Kansas","pop",1800,468,26000
"27131","Rice","Minnesota","pop",10000,4229,42290
"49033","Rich","Utah","pop",400,46,11500
"31147","Richardson","Nebraska","pop",1200,373,31083.3333333333
"17159","Richland","Illinois","pop",2000,818,40900
"30083","Richland","Montana","pop",1400,581,41500
"38077","Richland","North Dakota","pop",3500,1168,33371.4285714286
"39139","Richland","Ohio","pop",10000,3889,38890
"45079","Richland","South Carolina","pop",28000,20535,73339.2857142857
"55103","Richland","Wisconsin","pop",5500,903,16418.1818181818
"13245","Richmond","Georgia","pop",12500,10460,83680
"37153","Richmond","North Carolina","pop",3200,1867,58343.75
"51159","Richmond","Virginia","pop",950,445,46842.1052631579
"20161","Riley","Kansas","pop",5700,3709,65070.1754385965
"19159","Ringgold","Iowa","pop",1200,231,19250
"35039","Rio Arriba","New Mexico","pop",4500,1364,30311.1111111111
"08103","Rio Blanco","Colorado","pop",800,148,18500
"08105","Rio Grande","Colorado","pop",1100,243,22090.9090909091
"18137","Ripley","Indiana","pop",3100,1608,51870.9677419355
"29181","Ripley","Missouri","pop",1500,542,36133.3333333333
"54085","Ritchie","West Virginia","pop",1300,182,14000
"06065","Riverside","California","pop",167000,87722,52528.1437125748
"47145","Roane","Tennessee","pop",3200,2519,78718.75
"54087","Roane","West Virginia","pop",1400,188,13428.5714285714
"51161","Roanoke","Virginia","pop",6700,2989,44611.9402985075
"46109","Roberts","South Dakota","pop",2300,720,31304.347826087
"48393","Roberts","Texas","pop",200,29,14500
"21201","Robertson","Kentucky","pop",400,85,21250
"47147","Robertson","Tennessee","pop",6000,3954,65900
"48395","Robertson","Texas","pop",1500,519,34600
"37155","Robeson","North Carolina","pop",13500,7425,55000
"27133","Rock","Minnesota","pop",2600,793,30500
"31149","Rock","Nebraska","pop",450,80,17777.7777777778
"55105","Rock","Wisconsin","pop",17500,9936,56777.1428571429
"17161","Rock Island","Illinois","pop",14000,8750,62500
"51163","Rockbridge","Virginia","pop",1500,283,18866.6666666667
"21203","Rockcastle","Kentucky","pop",1600,534,33375
"13247","Rockdale","Georgia","pop",4700,2809,59765.9574468085
"33015","Rockingham","New Hampshire","pop",24000,5228,21783.3333333333
"37157","Rockingham","North Carolina","pop",6700,3132,46746.2686567164
"51165","Rockingham","Virginia","pop",7500,2293,30573.3333333333
"36087","Rockland","New York","pop",26000,21845,84019.2307692308
"48397","Rockwall","Texas","pop",5300,3277,61830.1886792453
"40129","Roger Mills","Oklahoma","pop",800,170,21250
"40131","Rogers","Oklahoma","pop",13000,4186,32200
"38079","Rolette","North Dakota","pop",1900,1445,76052.6315789474
"20163","Rooks","Kansas","pop",1200,368,30666.6666666667
"30085","Roosevelt","Montana","pop",1800,1249,69388.8888888889
"35041","Roosevelt","New Mexico","pop",1800,1015,56388.8888888889
"26143","Roscommon","Michigan","pop",3400,656,19294.1176470588
"27135","Roseau","Minnesota","pop",4600,1223,26586.9565217391
"30087","Rosebud","Montana","pop",1200,881,73416.6666666667
"39141","Ross","Ohio","pop",6600,2677,40560.6060606061
"08107","Routt","Colorado","pop",2100,685,32619.0476190476
"21205","Rowan","Kentucky","pop",1600,837,52312.5
"37159","Rowan","North Carolina","pop",10000,5794,57940
